GenomeID	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29
GCF_000222835.1_ASM22283v1	-0.76	12.5	11.1	10.0	0.0	0.0	5.0	0.0	11.1	0.0	40.0	30.0	10.3	0.0	0.0	50.0	14.3	0.0	16.7	14.3	14.3	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	100.0	0.0
GCF_000223215.1_ASM22321v1	0.0279999999999999	37.2	44.4	20.0	0.0	23.5	35.0	15.0	22.2	0.0	80.0	45.0	24.1	0.0	66.7	50.0	64.3	25.0	50.0	71.4	85.7	28.6	0.0	57.1	63.6	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000223395.1_ASM22339v1	8.862	33.3	55.6	30.0	0.0	47.1	45.0	40.0	55.6	0.0	60.0	35.0	24.1	0.0	33.3	100.0	50.0	25.0	50.0	42.9	57.1	14.3	0.0	14.3	54.5	0.0	0.0	0.0	0.0	75.0	58.3
GCF_000223885.1_ASM22388v1	0.558	65.2	33.3	30.0	100.0	47.1	45.0	40.0	77.8	100.0	100.0	45.0	27.6	0.0	100.0	100.0	57.1	50.0	83.3	100.0	85.7	14.3	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000223905.1_ASM22390v1	2.455	69.0	55.6	30.0	100.0	64.7	60.0	45.0	77.8	100.0	100.0	55.0	51.7	0.0	66.7	100.0	57.1	50.0	83.3	85.7	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	75.0	41.7
GCF_000224005.2_ASM22400v3	5.372	72.0	44.4	60.0	100.0	70.6	65.0	55.0	77.8	100.0	80.0	60.0	62.1	0.0	66.7	100.0	57.1	43.8	83.3	100.0	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000224085.1_ASM22408v1	-1.479	64.7	33.3	50.0	100.0	41.2	50.0	30.0	55.6	100.0	80.0	55.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	57.1	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000224105.1_ASM22410v1	-1.035	10.1	11.1	10.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	20.0	6.9	0.0	33.3	0.0	14.3	6.2	8.3	0.0	28.6	0.0	0.0	0.0	27.3	0.0	0.0	0.0	0.0	25.0	0.0
GCF_000224675.1_ASM22467v1	1.491	75.2	55.6	20.0	100.0	58.8	60.0	40.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	75.0	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000224985.1_ASM22498v1	-0.548	24.7	22.2	10.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	35.0	10.3	0.0	33.3	100.0	42.9	6.2	25.0	28.6	57.1	0.0	0.0	0.0	45.5	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000225325.1_ASM22532v1	-1.218	23.8	11.1	20.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	25.0	10.3	0.0	33.3	100.0	28.6	6.2	33.3	42.9	42.9	0.0	0.0	0.0	36.4	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000225345.1_ASM22534v1	-0.166	42.3	33.3	20.0	0.0	23.5	35.0	20.0	22.2	0.0	80.0	35.0	20.7	100.0	66.7	100.0	64.3	31.2	66.7	85.7	85.7	14.3	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000225445.1_ASM22544v1	2.177	21.7	22.2	10.0	0.0	35.3	45.0	25.0	33.3	0.0	20.0	55.0	31.0	0.0	0.0	0.0	35.7	18.8	8.3	0.0	71.4	71.4	0.0	42.9	54.5	0.0	0.0	0.0	0.0	25.0	25.0
GCF_000225465.1_ASM22546v1	2.09	22.0	22.2	10.0	0.0	35.3	45.0	25.0	33.3	0.0	20.0	55.0	31.0	0.0	0.0	0.0	35.7	18.8	16.7	0.0	71.4	71.4	0.0	42.9	54.5	0.0	0.0	0.0	0.0	25.0	25.0
GCF_000226295.1_ASM22629v1	1.784	62.1	55.6	40.0	100.0	52.9	45.0	45.0	66.7	100.0	60.0	35.0	34.5	0.0	66.7	100.0	42.9	50.0	83.3	85.7	57.1	28.6	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000226315.1_ASM22631v1	-1.206	56.6	33.3	20.0	100.0	29.4	35.0	20.0	44.4	100.0	60.0	35.0	20.7	0.0	33.3	100.0	57.1	31.2	91.7	100.0	85.7	14.3	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000226565.1_ASM22656v1	0.263999999999999	67.3	33.3	40.0	100.0	58.8	50.0	30.0	66.7	100.0	100.0	65.0	34.5	0.0	100.0	100.0	50.0	43.8	91.7	100.0	71.4	71.4	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000226625.1_ASM22662v1	-0.0400000000000004	50.8	33.3	30.0	100.0	35.3	35.0	25.0	55.6	0.0	60.0	35.0	17.2	0.0	33.3	50.0	57.1	31.2	66.7	57.1	85.7	14.3	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000227665.2_ASM22766v3	2.082	59.7	55.6	60.0	100.0	47.1	45.0	30.0	55.6	0.0	80.0	60.0	41.4	0.0	66.7	100.0	50.0	37.5	50.0	57.1	71.4	57.1	0.0	71.4	54.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000227685.2_ASM22768v3	10.256	75.5	77.8	60.0	100.0	76.5	70.0	60.0	77.8	100.0	80.0	50.0	55.2	0.0	33.3	100.0	57.1	43.8	75.0	85.7	85.7	71.4	100.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	91.7
GCF_000227705.2_ASM22770v3	0.676	62.5	77.8	50.0	100.0	29.4	45.0	25.0	33.3	0.0	100.0	60.0	34.5	100.0	66.7	100.0	50.0	37.5	58.3	71.4	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000227745.2_ASM22774v3	10.633	70.6	66.7	60.0	0.0	76.5	75.0	60.0	77.8	100.0	80.0	65.0	62.1	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	100.0
GCF_000230275.1_ASM23027v1	-0.359	38.0	22.2	0.0	0.0	23.5	30.0	15.0	11.1	0.0	80.0	35.0	17.2	100.0	66.7	100.0	64.3	25.0	66.7	85.7	85.7	14.3	0.0	28.6	72.7	0.0	0.0	0.0	100.0	50.0	8.3
GCF_000230555.1_ASM23055v1	-1.378	68.2	44.4	50.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	55.0	34.5	0.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000230695.2_ASM23069v3	-0.488	66.6	33.3	40.0	100.0	52.9	55.0	35.0	66.7	100.0	80.0	65.0	34.5	0.0	66.7	100.0	57.1	50.0	83.3	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000230715.2_ASM23071v3	3.626	64.0	55.6	20.0	100.0	47.1	50.0	45.0	77.8	100.0	100.0	35.0	41.4	0.0	66.7	100.0	57.1	37.5	83.3	85.7	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	75.0	50.0
GCF_000230735.2_ASM23073v3	2.457	55.8	55.6	10.0	100.0	52.9	55.0	40.0	66.7	100.0	100.0	50.0	48.3	0.0	100.0	100.0	57.1	56.2	83.3	85.7	85.7	57.1	0.0	42.9	63.6	0.0	0.0	0.0	100.0	75.0	33.3
GCF_000230895.2_ASM23089v3	1.631	70.5	44.4	40.0	50.0	58.8	55.0	50.0	66.7	100.0	100.0	70.0	41.4	0.0	100.0	100.0	57.1	68.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000230955.2_ASM23095v3	-1.227	59.4	55.6	20.0	100.0	23.5	45.0	20.0	11.1	100.0	80.0	55.0	41.4	0.0	66.7	100.0	57.1	31.2	83.3	85.7	85.7	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	75.0	8.3
GCF_000230975.2_ASM23097v3	3.236	69.5	55.6	50.0	100.0	58.8	55.0	40.0	77.8	100.0	80.0	65.0	44.8	0.0	66.7	100.0	57.1	50.0	83.3	100.0	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000230995.2_ASM23099v3	-0.202	76.0	44.4	50.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	60.0	41.4	100.0	100.0	100.0	71.4	56.2	100.0	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000231385.2_ASM23138v3	9.06	75.8	88.9	20.0	100.0	76.5	75.0	60.0	77.8	100.0	80.0	45.0	51.7	100.0	66.7	100.0	64.3	43.8	91.7	100.0	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000231405.2_ASM23140v3	4.204	57.4	33.3	30.0	0.0	70.6	60.0	55.0	77.8	100.0	80.0	50.0	41.4	100.0	66.7	100.0	64.3	43.8	83.3	85.7	85.7	57.1	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000233435.1_ASM23343v1	1.13	27.5	33.3	20.0	0.0	29.4	55.0	15.0	11.1	0.0	20.0	45.0	31.0	0.0	33.3	50.0	42.9	18.8	41.7	28.6	57.1	42.9	0.0	28.6	36.4	0.0	0.0	0.0	100.0	50.0	8.3
GCF_000233715.2_ASM23371v3	9.528	71.6	77.8	10.0	50.0	76.5	75.0	55.0	77.8	100.0	80.0	50.0	48.3	100.0	66.7	100.0	71.4	43.8	66.7	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000233775.1_ASM23377v1	4.225	40.6	22.2	10.0	50.0	41.2	30.0	40.0	55.6	0.0	80.0	30.0	20.7	0.0	66.7	100.0	57.1	31.2	41.7	42.9	85.7	28.6	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	41.7
GCF_000233915.3_ASM23391v4	-2.171	68.5	44.4	40.0	100.0	41.2	45.0	25.0	55.6	100.0	100.0	60.0	34.5	0.0	100.0	100.0	57.1	75.0	91.7	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000235405.2_ASM23540v3	1.062	34.9	33.3	20.0	100.0	23.5	30.0	15.0	11.1	0.0	80.0	40.0	24.1	0.0	66.7	0.0	42.9	18.8	50.0	42.9	57.1	42.9	0.0	42.9	54.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000235565.1_ASM23556v1	7.104	45.9	33.3	20.0	100.0	64.7	55.0	45.0	66.7	0.0	100.0	50.0	34.5	0.0	100.0	100.0	42.9	43.8	25.0	28.6	57.1	71.4	0.0	14.3	45.5	0.0	0.0	0.0	100.0	75.0	58.3
GCF_000235585.1_ASM23558v1	2.383	67.5	66.7	30.0	0.0	47.1	55.0	35.0	55.6	100.0	100.0	60.0	34.5	100.0	100.0	100.0	64.3	50.0	83.3	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000235605.1_ASM23560v1	9.128	72.5	77.8	30.0	0.0	76.5	75.0	60.0	77.8	100.0	80.0	55.0	48.3	100.0	66.7	100.0	64.3	43.8	91.7	100.0	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000235685.2_ASM23568v3	5.738	57.8	44.4	10.0	100.0	52.9	50.0	35.0	55.6	100.0	100.0	55.0	34.5	0.0	66.7	100.0	50.0	31.2	25.0	28.6	71.4	57.1	0.0	28.6	54.5	100.0	100.0	100.0	100.0	75.0	50.0
GCF_000236065.1_ASM23606v1	1.461	77.8	44.4	50.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	65.0	41.4	100.0	100.0	100.0	71.4	81.2	100.0	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000236405.1_ASM23640v1	0.56	25.4	33.3	20.0	0.0	17.6	45.0	15.0	11.1	0.0	40.0	30.0	24.1	0.0	33.3	50.0	35.7	18.8	41.7	28.6	71.4	14.3	0.0	28.6	45.5	0.0	0.0	0.0	100.0	25.0	8.3
GCF_000236585.1_ASM23658v1	5.035	63.5	88.9	60.0	100.0	52.9	55.0	35.0	66.7	0.0	80.0	40.0	48.3	0.0	66.7	100.0	57.1	37.5	83.3	85.7	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000236665.1_ASM23666v1	3.415	72.4	44.4	50.0	100.0	64.7	55.0	50.0	77.8	100.0	100.0	60.0	48.3	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000236685.1_ASM23668v1	1.321	50.7	33.3	20.0	0.0	41.2	45.0	15.0	33.3	0.0	80.0	45.0	31.0	100.0	66.7	50.0	71.4	25.0	33.3	14.3	85.7	57.1	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000236705.1_ASM23670v1	-1.143	58.9	33.3	30.0	100.0	23.5	45.0	20.0	33.3	100.0	100.0	45.0	24.1	0.0	100.0	100.0	50.0	37.5	75.0	85.7	71.4	14.3	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000236925.1_ASM23692v1	-0.42	57.2	33.3	20.0	0.0	41.2	55.0	30.0	55.6	0.0	100.0	55.0	31.0	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	42.9	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000237085.1_ASM23708v1	2.197	53.6	33.3	10.0	100.0	35.3	45.0	25.0	22.2	0.0	80.0	60.0	31.0	0.0	66.7	100.0	57.1	25.0	33.3	42.9	85.7	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000237145.1_ASM23714v1	2.008	76.3	88.9	40.0	100.0	58.8	55.0	45.0	66.7	100.0	100.0	65.0	48.3	100.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000237205.1_ASM23720v1	-1.129	41.4	22.2	10.0	0.0	11.8	20.0	10.0	22.2	100.0	40.0	45.0	13.8	0.0	33.3	50.0	50.0	18.8	33.3	28.6	71.4	14.3	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000237305.1_ASM23730v1	1.482	71.3	55.6	40.0	100.0	58.8	60.0	45.0	66.7	100.0	100.0	65.0	41.4	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000237995.1_ASM23799v2	-1.498	31.8	22.2	10.0	0.0	5.9	10.0	10.0	11.1	0.0	100.0	40.0	10.3	0.0	66.7	100.0	57.1	25.0	25.0	28.6	85.7	0.0	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000238215.1_ASM23821v1	0.362	35.9	33.3	20.0	0.0	23.5	35.0	20.0	22.2	0.0	40.0	25.0	24.1	0.0	66.7	100.0	50.0	25.0	75.0	85.7	71.4	28.6	0.0	42.9	45.5	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000238995.1_ASM23899v1	-0.176	9.8	11.1	0.0	0.0	0.0	5.0	0.0	0.0	0.0	60.0	15.0	6.9	0.0	33.3	0.0	7.1	6.2	8.3	0.0	14.3	0.0	0.0	0.0	18.2	0.0	0.0	0.0	100.0	0.0	0.0
GCF_000239975.1_ASM23997v1	1.798	74.2	55.6	20.0	100.0	58.8	60.0	40.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000240075.2_ASM24007v2	0.43	54.7	33.3	40.0	0.0	35.3	45.0	40.0	55.6	100.0	40.0	30.0	24.1	0.0	66.7	100.0	50.0	43.8	75.0	85.7	71.4	14.3	0.0	57.1	45.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000240325.1_ASM24032v1	1.356	74.8	55.6	30.0	100.0	64.7	65.0	40.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	71.4	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000241025.1_ASM24102v2	4.542	57.4	44.4	40.0	0.0	52.9	50.0	50.0	77.8	100.0	60.0	40.0	37.9	0.0	33.3	100.0	57.1	43.8	41.7	42.9	85.7	42.9	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000241055.1_ASM24105v1	-1.383	30.6	22.2	10.0	0.0	5.9	10.0	10.0	0.0	0.0	100.0	30.0	10.3	0.0	66.7	100.0	57.1	25.0	25.0	28.6	85.7	0.0	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000241385.1_ASM24138v1	2.28	73.9	66.7	50.0	100.0	76.5	65.0	50.0	77.8	100.0	100.0	65.0	51.7	0.0	100.0	100.0	64.3	50.0	75.0	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000241875.1_ASM24187v1	1.735	57.6	44.4	30.0	0.0	35.3	50.0	40.0	55.6	100.0	100.0	45.0	31.0	0.0	66.7	100.0	57.1	43.8	50.0	42.9	85.7	28.6	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000242255.2_ASM24225v3	-0.117	71.3	66.7	40.0	100.0	47.1	45.0	25.0	55.6	100.0	100.0	60.0	31.0	100.0	100.0	100.0	64.3	43.8	83.3	100.0	85.7	42.9	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000242335.1_ASM24233v3	-0.465	41.9	33.3	30.0	100.0	17.6	35.0	20.0	11.1	0.0	40.0	20.0	17.2	100.0	33.3	100.0	64.3	18.8	75.0	85.7	85.7	14.3	0.0	42.9	54.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000242455.2_ASM24245v3	4.37	74.8	88.9	30.0	100.0	64.7	55.0	55.0	66.7	100.0	100.0	70.0	41.4	100.0	100.0	100.0	64.3	56.2	75.0	85.7	71.4	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000242595.2_ASM24259v3	0.335	41.0	33.3	10.0	100.0	23.5	35.0	15.0	22.2	100.0	80.0	45.0	17.2	0.0	33.3	100.0	64.3	18.8	25.0	28.6	85.7	14.3	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000242635.2_ASM24263v3	0.696	72.1	44.4	50.0	100.0	58.8	55.0	40.0	66.7	100.0	80.0	50.0	37.9	100.0	100.0	100.0	71.4	50.0	75.0	85.7	85.7	57.1	0.0	85.7	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000242895.2_ASM24289v3	3.146	76.2	88.9	50.0	50.0	64.7	50.0	50.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	64.3	62.5	83.3	85.7	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000242915.1_ASM24291v2	6.995	63.5	77.8	60.0	50.0	58.8	55.0	40.0	77.8	100.0	60.0	50.0	51.7	0.0	33.3	100.0	57.1	25.0	58.3	85.7	85.7	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000242935.2_ASM24293v3	0.0299999999999998	61.0	33.3	30.0	0.0	47.1	55.0	30.0	44.4	100.0	100.0	70.0	34.5	0.0	100.0	100.0	64.3	37.5	75.0	85.7	85.7	42.9	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000243075.1_ASM24307v1	3.333	72.6	55.6	50.0	100.0	76.5	60.0	55.0	77.8	100.0	100.0	70.0	48.3	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000243115.2_ASM24311v3	0.113	70.6	33.3	40.0	100.0	47.1	55.0	45.0	55.6	100.0	80.0	65.0	37.9	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000243135.2_ASM24313v3	5.278	68.1	33.3	30.0	0.0	76.5	65.0	55.0	77.8	100.0	80.0	50.0	41.4	100.0	66.7	100.0	71.4	37.5	75.0	85.7	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000243155.2_ASM24315v3	4.386	70.8	55.6	20.0	50.0	70.6	65.0	50.0	77.8	100.0	80.0	60.0	48.3	100.0	66.7	100.0	64.3	37.5	91.7	100.0	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000244875.1_ASM24487v1	2.099	56.1	44.4	20.0	100.0	35.3	50.0	20.0	33.3	0.0	80.0	60.0	34.5	0.0	66.7	100.0	57.1	18.8	66.7	71.4	85.7	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000245355.1_ASM24535v1	2.586	73.9	55.6	50.0	100.0	76.5	55.0	60.0	77.8	100.0	100.0	65.0	44.8	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000246835.1_ASM24683v1	-1.384	45.6	22.2	20.0	0.0	11.8	15.0	15.0	11.1	100.0	80.0	35.0	10.3	0.0	33.3	100.0	57.1	18.8	41.7	57.1	85.7	0.0	0.0	28.6	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000246855.1_ASM24685v1	1.331	75.6	55.6	50.0	100.0	64.7	55.0	50.0	77.8	100.0	100.0	60.0	44.8	100.0	100.0	100.0	71.4	56.2	83.3	85.7	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000246985.2_ASM24698v3	6.189	33.1	44.4	0.0	100.0	52.9	40.0	50.0	55.6	0.0	60.0	45.0	24.1	0.0	33.3	50.0	42.9	50.0	33.3	14.3	42.9	14.3	0.0	28.6	54.5	0.0	0.0	0.0	0.0	75.0	50.0
GCF_000247565.1_ASM24756v1	-1.225	34.4	22.2	10.0	100.0	5.9	20.0	10.0	11.1	0.0	40.0	35.0	17.2	0.0	33.3	0.0	35.7	18.8	16.7	0.0	57.1	14.3	0.0	28.6	45.5	100.0	100.0	100.0	100.0	75.0	0.0
GCF_000247605.1_ASM24760v1	2.005	59.1	22.2	20.0	0.0	64.7	45.0	35.0	66.7	100.0	80.0	50.0	31.0	0.0	66.7	100.0	64.3	37.5	66.7	71.4	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000247715.1_ASM24771v1	1.269	72.2	55.6	30.0	100.0	64.7	55.0	55.0	66.7	100.0	100.0	70.0	41.4	0.0	100.0	100.0	64.3	62.5	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000248095.2_ASM24809v3	-1.275	28.0	22.2	20.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	35.0	10.3	0.0	33.3	100.0	64.3	6.2	33.3	28.6	85.7	0.0	0.0	0.0	72.7	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000250635.1_ASM25063v1	-1.341	55.1	33.3	60.0	100.0	17.6	45.0	25.0	22.2	100.0	60.0	35.0	27.6	0.0	66.7	100.0	35.7	31.2	83.3	85.7	42.9	14.3	0.0	57.1	45.5	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000250675.2_ASM25067v3	-0.683	70.6	44.4	40.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	37.9	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000251105.1_ASM25110v1	7.297	61.1	66.7	10.0	100.0	58.8	40.0	50.0	77.8	100.0	100.0	50.0	24.1	0.0	100.0	100.0	57.1	56.2	25.0	28.6	71.4	14.3	0.0	28.6	72.7	100.0	100.0	100.0	100.0	75.0	66.7
GCF_000252445.1_ASM25244v1	1.686	57.8	88.9	50.0	100.0	52.9	45.0	30.0	55.6	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	37.5	83.3	100.0	85.7	42.9	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000252975.1_ASM25297v1	0.047	50.7	33.3	20.0	0.0	29.4	30.0	30.0	44.4	0.0	100.0	45.0	17.2	0.0	100.0	100.0	57.1	43.8	50.0	42.9	85.7	0.0	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000252995.1_ASM25299v1	4.18	76.6	55.6	30.0	100.0	76.5	65.0	60.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000253015.1_ASM25301v1	0.152	30.4	33.3	20.0	0.0	23.5	35.0	20.0	33.3	100.0	60.0	25.0	20.7	0.0	66.7	0.0	21.4	31.2	33.3	14.3	57.1	14.3	0.0	42.9	45.5	0.0	0.0	0.0	100.0	75.0	8.3
GCF_000253035.1_ASM25303v1	0.285	55.0	33.3	30.0	0.0	35.3	35.0	30.0	55.6	100.0	80.0	50.0	17.2	0.0	66.7	100.0	35.7	43.8	75.0	85.7	71.4	14.3	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000253055.1_ASM25305v1	9.906	45.7	77.8	10.0	0.0	58.8	70.0	40.0	77.8	0.0	40.0	40.0	44.8	0.0	66.7	100.0	50.0	43.8	66.7	85.7	71.4	57.1	0.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	66.7
GCF_000253155.1_ASM25315v1	-1.813	47.9	22.2	20.0	50.0	11.8	10.0	15.0	11.1	100.0	100.0	35.0	10.3	0.0	66.7	100.0	50.0	25.0	33.3	42.9	85.7	0.0	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000253255.1_ASM25325v1	-0.737000000000001	69.7	44.4	40.0	100.0	58.8	50.0	35.0	77.8	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000253275.1_ASM25327v1	0.194999999999999	61.7	33.3	40.0	50.0	41.2	55.0	25.0	33.3	100.0	60.0	45.0	31.0	100.0	66.7	100.0	64.3	31.2	75.0	85.7	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000253295.1_ASM25329v1	2.331	73.9	55.6	60.0	100.0	58.8	55.0	45.0	77.8	100.0	100.0	65.0	48.3	0.0	100.0	100.0	57.1	68.8	91.7	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	58.3
