# dom_assign_file=pfam_cover10/GENOMAS_NCBI_nr_24042014_size30_cover10.faa.pf.tab list_file=LISTA_AZUFREabril2014 dom_assign_file2=

# number of taxa in LISTA_AZUFREabril2014 = 93

	PF00005	PF00009	PF00034	PF00037	PF00106	PF00111	PF00124	PF00171	PF00174	PF00175	PF00202	PF00205	PF00258	PF00291	PF00296	PF00355	PF00374	PF00378	PF00384	PF00389	PF00441	PF00459	PF00484	PF00501	PF00528	PF00534	PF00556	PF00557	PF00581	PF00667	PF00848	PF00890	PF00970	PF01011	PF01058	PF01070	PF01077	PF01087	PF01208	PF01292	PF01370	PF01384	PF01507	PF01515	PF01547	PF01553	PF01568	PF01571	PF01583	PF01613	PF01747	PF02167	PF02332	PF02406	PF02515	PF02615	PF02635	PF02662	PF02665	PF02668	PF02770	PF02771	PF02775	PF02776	PF02826	PF02872	PF02910	PF03144	PF03358	PF03404	PF03460	PF03916	PF03967	PF04069	PF04077	PF04173	PF04295	PF04358	PF04663	PF04879	PF04945	PF05239	PF05398	PF06099	PF07680	PF07682	PF07883	PF07992	PF08669	PF08770	PF09084	PF09242	PF09459	PF10418	PF10518	PF11511	PF12139	PF12798	PF12806	PF12831	PF12838	PF12857	PF13183	PF13193	PF13237	PF13247	PF13360	PF13442	PF13501	PF13570	PF13577	PF13579	PF13746	PF14306
Nitrosomonas europaea ATCC 19718	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0
Nitrosomonas eutropha C91	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Nitrosomonas sp. AL212	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Is79A3	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nitrosopumilus maritimus SCM1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Nitrosospira multiformis ATCC 25196	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0
Nocardia brasiliensis ATCC 700358	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0
Nocardia cyriacigeorgica GUH-2	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0
Nocardia farcinica IFM 10152	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0
Nocardioides sp. JS614	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
Nocardiopsis alba ATCC BAA-2165	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
Nonlabens dokdonensis DSW-6	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0
Nostoc punctiforme PCC 73102	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1
Nostoc sp. PCC 7107	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Nostoc sp. PCC 7120	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1
Nostoc sp. PCC 7524	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Novosphingobium aromaticivorans DSM 12444	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0
Novosphingobium sp. PP1Y	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
Oceanimonas sp. GK1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0
Oceanithermus profundus DSM 14977	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0
Oceanobacillus iheyensis HTE831	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1
Ochrobactrum anthropi ATCC 49188	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Octadecabacter antarcticus 307	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0
Octadecabacter arcticus 238	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1
Odoribacter splanchnicus DSM 220712	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Oenococcus oeni PSU-1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligotropha carboxidovorans OM5	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
Olsenella uli DSM 7084	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Onion yellows phytoplasma OY-M	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opitutus terrae PB90-1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0
Orientia tsutsugamushi str. Boryong	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Orientia tsutsugamushi str. Ikeda	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Ornithobacterium rhinotracheale DSM 15997	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Oscillatoria acuminata PCC 6304	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Oscillatoria nigro-viridis PCC 7112	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1
Oscillibacter valericigenes Sjm18-20	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Owenweeksia hongkongensis DSM 17368	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Paenibacillus mucilaginosus K02	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1
Paenibacillus polymyxa CR1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1
Paenibacillus polymyxa SC2	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1
Paenibacillus sp. JDR-2	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0
Paenibacillus sp. Y412MC10	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1
Paenibacillus terrae HPL-003	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1
Paludibacter propionicigenes WB4	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Pandoraea pnomenusa 3kgm	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0
Pantoea ananatis LMG 5342	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Pantoea sp. At-9b	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0
Pantoea vagans C9-1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
Parabacteroides distasonis ATCC 8503	1	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
Parachlamydia acanthamoebae UV-7	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Paracoccus aminophilus JCM 7686	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0
Paracoccus denitrificans PD1222	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1
Parvibaculum lavamentivorans DS-1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0
