	sulfur	carbon	oxygen	iron	nitrogen
GCF_001022155.1_ASM102215v1_protein.faa.named.faa	2.084	5.480	2.746	7.999	15.331
GCF_000027165.1_ASM2716v1_protein.faa.named.faa	-1.061	0.005	0.344	-0.057	1.525
GCF_000008385.1_ASM838v1_protein.faa.named.faa	0.954	1.363	1.411	3.785	6.834
GCF_000024285.1_ASM2428v1_protein.faa.named.faa	0.813	1.833	4.552	2.029	9.913
GCF_000195085.1_ASM19508v1_protein.faa.named.faa	-0.257	2.998	3.504	4.104	9.540
GCF_000695235.1_ASM69523v1_protein.faa.named.faa	0.494	6.975	4.262	2.093	15.727
GCF_000316605.1_ASM31660v1_protein.faa.named.faa	2.152	4.567	7.237	5.974	15.707
GCF_000348805.1_ASM34880v1_protein.faa.named.faa	0.554	-0.099	1.986	3.185	3.115
GCF_000022725.1_ASM2272v1_protein.faa.named.faa	-0.486	0.630	1.615	4.104	8.389
GCF_000701165.1_ASM70116v2_protein.faa.named.faa	-0.463	5.079	4.190	4.703	16.269
GCF_000022325.1_ASM2232v1_protein.faa.named.faa	4.345	10.499	1.781	0.470	8.086
GCF_000812665.2_ASM81266v2_protein.faa.named.faa	0.981	4.821	2.609	6.185	14.027
GCF_000022605.2_ASM2260v1_protein.faa.named.faa	0.412	0.421	2.897	3.185	3.992
GCF_000183725.1_ASM18372v1_protein.faa.named.faa	7.637	6.346	5.326	6.811	14.977
GCF_000007245.1_ASM724v1_protein.faa.named.faa	-0.442	4.705	4.131	4.487	12.955
GCF_000202635.1_ASM20263v1_protein.faa.named.faa	-2.257	-0.128	3.936	2.414	11.620
GCF_000196835.1_ASM19683v1_protein.faa.named.faa	1.494	4.675	3.645	2.991	15.974
GCF_000800295.1_ASM80029v1_protein.faa.named.faa	1.420	0.154	-0.437	0.465	4.056
GCF_000988065.1_ASM98806v1_protein.faa.named.faa	-0.749	0.003	0.010	-0.177	0.139
GCF_000402035.1_ASM40203v1_protein.faa.named.faa	0.677	14.501	4.601	5.787	17.109
GCF_000195315.1_ASM19531v1_protein.faa.named.faa	1.682	0.357	0.654	1.012	2.477
GCF_000009865.1_ASM986v1_protein.faa.named.faa	2.886	0.663	2.956	1.685	9.632
GCF_000742835.1_ASM74283v1_protein.faa.named.faa	-0.981	0.157	0.160	3.935	8.138
GCF_000019665.1_ASM1966v1_protein.faa.named.faa	4.900	6.335	6.936	4.989	17.240
GCF_000192865.1_ASM19286v1_protein.faa.named.faa	-1.377	2.704	2.501	3.768	11.780
GCF_000019205.1_ASM1920v1_protein.faa.named.faa	4.411	2.361	1.996	7.540	11.862
GCF_001444405.1_ASM144440v1_protein.faa.named.faa	-1.324	0.641	4.196	4.145	9.692
GCF_000266945.1_ASM26694v1_protein.faa.named.faa	7.944	19.675	5.591	7.948	15.388
GCF_000194745.1_ASM19474v1_protein.faa.named.faa	-0.850	3.661	4.436	4.435	17.070
GCF_001647715.1_ASM164771v1_protein.faa.named.faa	-1.100	2.854	4.709	5.292	15.985
GCF_000828715.1_ASM82871v1_protein.faa.named.faa	-1.874	1.406	3.695	3.213	8.145
GCF_000023405.1_ASM2340v1_protein.faa.named.faa	0.270	0.934	3.379	2.674	11.000
GCF_000012965.1_ASM1296v1_protein.faa.named.faa	7.596	6.134	3.527	7.088	12.792
GCF_000236685.1_ASM23668v1_protein.faa.named.faa	1.355	6.903	2.533	1.879	6.711
GCF_001484935.1_ASM148493v1_protein.faa.named.faa	-0.656	4.078	1.784	1.960	12.672
GCF_001308105.1_ASM130810v1_protein.faa.named.faa	0.210	5.797	3.648	6.133	13.067
GCF_000284315.1_ASM28431v1_protein.faa.named.faa	4.135	10.211	6.235	6.762	14.329
GCF_000147875.1_ASM14787v1_protein.faa.named.faa	4.112	71.905	4.672	0.428	9.740
GCF_000287335.1_ASM28733v1_protein.faa.named.faa	2.087	2.277	2.293	1.254	7.422
GCF_000632395.1_ASM63239v1_protein.faa.named.faa	1.901	5.848	2.142	2.094	13.730
GCF_000009085.1_ASM908v1_protein.faa.named.faa	4.632	3.845	2.482	7.555	12.182
GCF_000612505.1_ASM61250v1_protein.faa.named.faa	4.220	6.567	6.350	3.990	13.894
GCF_000963495.1_ASM96349v1_protein.faa.named.faa	1.650	3.953	4.405	6.678	16.601
GCF_000014965.1_ASM1496v1_protein.faa.named.faa	9.859	14.912	4.241	7.125	13.196
GCF_000317835.1_ASM31783v1_protein.faa.named.faa	1.239	2.474	3.727	3.110	14.651
GCF_000565215.1_ASM56521v1_protein.faa.named.faa	-0.696	-0.205	0.087	0.218	0.260
GCF_000067165.1_ASM6716v1_protein.faa.named.faa	4.799	5.446	3.389	7.040	16.175
GCF_000231385.2_ASM23138v3_protein.faa.named.faa	8.590	21.847	4.720	6.807	14.246
GCF_000022105.1_ASM2210v1_protein.faa.named.faa	-0.295	1.236	0.079	1.705	4.866
GCF_001598035.1_ASM159803v1_protein.faa.named.faa	-1.221	0.180	0.073	-0.384	0.643
GCF_001280205.1_ASM128020v1_protein.faa.named.faa	-2.064	0.328	3.009	2.460	10.491
GCF_000259255.1_ASM25925v1_protein.faa.named.faa	3.067	2.896	1.083	7.463	9.232
GCF_000270205.1_ASM27020v1_protein.faa.named.faa	0.699	-0.277	-0.055	0.678	1.649
GCF_001606025.1_ASM160602v1_protein.faa.named.faa	0.883	3.198	2.574	3.936	13.483
GCF_000013625.1_ASM1362v1_protein.faa.named.faa	-0.280	4.110	3.041	5.481	16.085
GCF_000931465.1_ASM93146v1_protein.faa.named.faa	-0.721	3.732	4.458	5.667	15.887
GCF_000525655.1_ASM52565v1_protein.faa.named.faa	-2.743	0.578	3.612	3.327	9.579
GCF_000736415.1_ASM73641v1_protein.faa.named.faa	5.582	4.657	2.505	7.925	11.585
GCF_001278845.1_ASM127884v1_protein.faa.named.faa	1.076	2.267	0.475	-0.352	6.807
GCF_000235685.2_ASM23568v3_protein.faa.named.faa	5.275	67.997	4.152	1.096	10.713
GCF_000092985.1_ASM9298v1_protein.faa.named.faa	3.166	2.715	3.472	2.291	14.923
GCF_000230715.2_ASM23071v3_protein.faa.named.faa	3.253	8.320	1.737	2.577	11.179
GCF_000183665.1_ASM18366v1_protein.faa.named.faa	0.226	0.422	1.615	0.688	6.731
GCF_000226625.1_ASM22662v1_protein.faa.named.faa	-0.160	1.920	1.100	4.189	9.602
GCF_001277995.1_ASM127799v1_protein.faa.named.faa	-1.423	0.903	4.520	2.360	8.969
GCF_000014425.1_ASM1442v1_protein.faa.named.faa	-1.112	0.427	0.814	-0.386	1.030
GCF_000230275.1_ASM23027v1_protein.faa.named.faa	-0.307	0.880	-0.387	0.864	4.244
GCF_000192845.1_ASM19284v1_protein.faa.named.faa	0.327	2.777	3.359	5.137	15.461
GCF_000284115.1_ASM28411v1_protein.faa.named.faa	0.485	3.403	4.293	3.448	12.798
GCF_000190555.1_ASM19055v1_protein.faa.named.faa	-1.044	1.826	2.793	3.681	10.972
GCF_000512355.1_ASM51235v1_protein.faa.named.faa	0.844	2.365	1.827	3.451	10.558
GCF_000235605.1_ASM23560v1_protein.faa.named.faa	8.634	23.476	3.348	5.739	13.594
GCF_000021825.1_ASM2182v1_protein.faa.named.faa	3.296	11.458	6.815	3.848	16.698
GCF_000348785.1_ASM34878v1_protein.faa.named.faa	-0.603	10.282	3.680	3.411	15.139
GCF_000143225.1_ASM14322v1_protein.faa.named.faa	-0.260	5.494	6.146	5.021	17.728
GCF_000011145.1_ASM1114v1_protein.faa.named.faa	1.097	2.843	3.931	3.725	12.080
GCF_000069225.1_ASM6922v1_protein.faa.named.faa	-3.068	-1.112	2.269	2.460	8.891
GCF_000831485.1_ASM83148v1_protein.faa.named.faa	-2.103	-1.015	-0.763	0.810	1.327
GCF_000014025.1_ASM1402v1_protein.faa.named.faa	4.034	6.289	2.812	7.950	13.043
GCF_000299235.1_ASM29923v1_protein.faa.named.faa	4.454	7.587	3.612	5.344	11.914
GCF_000025705.1_ASM2570v1_protein.faa.named.faa	7.998	7.432	5.036	9.083	15.634
GCF_000400635.2_ASM40063v2_protein.faa.named.faa	-2.301	2.163	3.518	2.738	15.806
GCF_000013705.1_ASM1370v1_protein.faa.named.faa	0.404	15.535	5.512	1.783	15.063
GCF_000316625.1_ASM31662v1_protein.faa.named.faa	2.735	10.165	6.788	3.843	17.700
GCF_000152265.2_ASM15226v2_protein.faa.named.faa	4.274	1.790	1.890	1.881	10.867
GCF_000009925.1_ASM992v1_protein.faa.named.faa	0.095	4.144	0.168	5.099	7.403
GCF_000195895.1_ASM19589v1_protein.faa.named.faa	5.585	77.795	5.102	0.416	10.472
GCF_001586215.1_ASM158621v1_protein.faa.named.faa	0.055	-0.028	2.757	3.163	9.536
GCF_000020325.1_ASM2032v1_protein.faa.named.faa	6.496	4.586	3.517	6.883	13.339
GCF_000816245.1_ASM81624v1_protein.faa.named.faa	4.408	2.647	2.175	7.621	10.469
GCF_000193595.2_ASM19359v3_protein.faa.named.faa	-1.700	3.028	3.152	3.470	15.548
GCF_000441555.1_ASM44155v1_protein.faa.named.faa	0.704	2.508	2.002	0.825	6.290
GCF_000015885.1_ASM1588v1_protein.faa.named.faa	3.839	4.400	0.653	4.660	7.882
GCF_000015245.1_ASM1524v1_protein.faa.named.faa	2.509	4.245	2.867	10.026	11.729
GCF_000185885.1_ASM18588v1_protein.faa.named.faa	0.634	1.115	2.515	1.940	10.020
GCF_000341395.1_ASM34139v1_protein.faa.named.faa	9.541	16.394	4.222	6.284	13.213
GCF_000016885.1_ASM1688v1_protein.faa.named.faa	2.631	3.387	2.812	8.568	13.165
GCF_000310105.2_ASM31010v2_protein.faa.named.faa	-1.067	1.976	3.701	6.694	11.421
GCF_001187505.1_ASM118750v1_protein.faa.named.faa	0.739	3.501	4.612	2.346	15.467
GCF_000212415.1_ASM21241v1_protein.faa.named.faa	2.282	8.159	3.598	0.723	6.337
GCF_000060345.1_ASM6034v1_protein.faa.named.faa	-2.224	-0.215	4.200	4.973	9.668
GCF_000317125.1_ASM31712v1_protein.faa.named.faa	2.733	8.077	7.135	4.421	18.402
GCF_001281405.1_ASM128140v1_protein.faa.named.faa	0.101	0.792	1.648	1.443	7.037
GCF_000018205.1_ASM1820v1_protein.faa.named.faa	-0.063	1.032	1.858	4.185	6.501
GCF_000269925.1_ASM26992v1_protein.faa.named.faa	0.195	0.795	1.290	0.535	2.521
GCF_000184705.1_ASM18470v1_protein.faa.named.faa	2.219	2.235	3.804	3.740	12.085
GCF_000015965.1_ASM1596v1_protein.faa.named.faa	1.446	5.529	7.441	3.421	10.817
GCF_000218875.1_ASM21887v1_protein.faa.named.faa	-1.184	6.383	5.205	3.758	9.647
GCF_000242935.2_ASM24293v3_protein.faa.named.faa	-0.056	4.531	7.009	5.930	13.986
GCF_000293885.2_ASM29388v3_protein.faa.named.faa	2.236	3.698	4.451	5.170	16.631
GCF_000223215.1_ASM22321v1_protein.faa.named.faa	-0.029	5.060	0.160	1.705	4.808
GCF_000224085.1_ASM22408v1_protein.faa.named.faa	-1.549	1.424	2.357	5.283	9.474
GCF_000026125.1_ASM2612v1_protein.faa.named.faa	1.019	3.772	2.910	5.603	15.389
GCF_001430865.1_ASM143086v1_protein.faa.named.faa	-1.057	-2.408	2.474	3.467	5.832
GCF_001558415.1_ASM155841v1_protein.faa.named.faa	1.002	3.368	2.893	8.574	12.095
GCF_000336425.1_ASM33642v1_protein.faa.named.faa	0.943	4.567	3.652	6.135	15.220
GCF_000166355.1_ASM16635v1_protein.faa.named.faa	3.982	11.816	3.949	0.470	9.296
GCF_000022785.1_ASM2278v1_protein.faa.named.faa	0.048	1.032	1.858	4.185	6.784
GCF_000828975.1_ASM82897v1_protein.faa.named.faa	4.523	5.856	6.615	5.976	16.586
GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53_protein.faa.named.faa	1.122	5.751	4.257	4.328	12.395
GCF_000828835.1_ASM82883v1_protein.faa.named.faa	9.694	14.242	5.419	7.447	17.095
GCF_000227685.2_ASM22768v3_protein.faa.named.faa	9.630	4.424	3.429	7.800	16.085
GCF_000092265.1_ASM9226v1_protein.faa.named.faa	0.962	2.827	1.590	3.547	10.874
GCF_000265365.1_ASM26536v1_protein.faa.named.faa	0.688	6.698	-0.263	0.458	6.119
GCF_000025545.1_ASM2554v1_protein.faa.named.faa	6.859	5.163	4.065	4.311	15.111
GCF_000317495.1_ASM31749v1_protein.faa.named.faa	1.713	9.522	6.985	3.843	15.806
GCF_001278055.1_ASM127805v1_protein.faa.named.faa	3.792	10.183	5.341	8.921	14.581
GCF_000306805.1_ASM30680v1_protein.faa.named.faa	-0.038	0.396	0.922	-0.015	1.862
GCF_000020685.1_ASM2068v1_protein.faa.named.faa	0.904	2.085	3.529	3.029	14.944
GCF_000511355.1_ASM51135v1_protein.faa.named.faa	1.543	4.698	3.475	6.408	16.297
GCF_001455205.1_ASM145520v1_protein.faa.named.faa	-0.562	2.390	3.639	7.187	14.505
GCF_000010825.1_ASM1082v1_protein.faa.named.faa	-0.494	3.224	3.219	6.515	14.240
GCF_000280925.3_ASM28092v3_protein.faa.named.faa	0.200	4.551	3.792	5.253	16.200
GCF_001634365.1_ASM163436v1_protein.faa.named.faa	1.137	4.739	3.744	6.328	15.615
GCF_000259175.1_ASM25917v1_protein.faa.named.faa	1.666	4.781	2.098	5.824	13.111
GCF_000023645.1_ASM2364v1_protein.faa.named.faa	5.099	9.607	4.976	9.278	15.342
GCF_001655245.1_ASM165524v1_protein.faa.named.faa	0.897	3.509	4.564	2.418	15.442
GCF_000192635.1_ASM19263v1_protein.faa.named.faa	-2.069	2.248	3.569	3.792	15.615
GCF_000215325.1_ASM21532v1_protein.faa.named.faa	0.758	3.619	3.231	4.334	15.997
GCF_001294625.1_ASM129462v1_protein.faa.named.faa	-1.389	0.042	4.767	2.751	12.641
GCF_000165835.1_ASM16583v1_protein.faa.named.faa	1.359	3.834	3.499	6.164	16.944
GCF_000829375.1_ASM82937v1_protein.faa.named.faa	-0.877	0.660	2.155	2.356	10.154
GCF_900011245.1_BF49.v1_protein.faa.named.faa	0.882	4.348	4.866	8.199	17.134
GCF_001483965.1_ASM148396v1_protein.faa.named.faa	-2.150	-1.233	0.649	-0.478	1.989
GCF_000012825.1_ASM1282v1_protein.faa.named.faa	0.181	7.346	0.833	1.709	7.554
GCF_000284275.1_ASM28427v1_protein.faa.named.faa	0.225	6.113	7.433	8.414	19.299
GCF_000807175.1_ASM80717v1_protein.faa.named.faa	2.816	8.990	4.068	1.608	11.389
GCF_000015045.1_ASM1504v1_protein.faa.named.faa	4.829	8.817	4.366	4.587	11.714
GCF_000143145.1_ASM14314v1_protein.faa.named.faa	1.520	15.975	4.233	4.126	15.968
GCF_000264495.1_ASM26449v1_protein.faa.named.faa	4.707	5.025	-0.340	0.274	5.448
GCF_000091465.1_ASM9146v1_protein.faa.named.faa	0.824	2.706	3.673	8.389	11.914
GCF_000148935.1_ASM14893v1_protein.faa.named.faa	0.308	4.045	3.808	5.010	14.951
GCF_000706685.1_ASM70668v1_protein.faa.named.faa	1.637	0.829	2.480	1.950	9.065
GCF_001187595.1_ASM118759v1_protein.faa.named.faa	3.944	5.408	3.468	7.849	11.798
GCF_000144625.1_ASM14462v1_protein.faa.named.faa	0.908	3.144	1.440	1.165	7.800
GCF_001304795.1_ASM130479v1_protein.faa.named.faa	-2.468	7.023	6.428	6.217	15.293
GCF_000093145.3_ASM9314v2_protein.faa.named.faa	1.024	3.774	3.427	7.783	16.506
GCF_001305595.1_ASM130559v1_protein.faa.named.faa	1.598	17.391	5.717	8.199	18.318
GCF_001511815.1_TUE45_protein.faa.named.faa	2.149	3.469	3.645	2.723	15.931
GCF_000018325.1_ASM1832v1_protein.faa.named.faa	2.419	3.228	1.364	2.331	7.285
GCF_000385565.1_ASM38556v1_protein.faa.named.faa	9.274	34.407	3.585	1.931	10.554
GCF_000190535.1_ASM19053v1_protein.faa.named.faa	1.269	3.478	-0.452	1.117	7.235
GCF_000021025.1_ASM2102v1_protein.faa.named.faa	0.579	2.945	2.985	7.545	14.272
GCF_000021685.1_ASM2168v1_protein.faa.named.faa	2.101	5.288	2.640	2.925	13.314
GCF_000178835.2_ASM17883v2_protein.faa.named.faa	0.539	4.974	6.185	0.813	8.657
GCF_000016285.1_ASM1628v1_protein.faa.named.faa	-2.146	2.493	3.961	3.670	15.724
GCF_000504105.1_ASM50410v1_protein.faa.named.faa	3.009	1.793	0.241	0.536	4.411
GCF_000993825.1_ASM99382v1_protein.faa.named.faa	3.709	5.739	5.485	3.739	13.267
GCF_000441535.1_ASM44153v1_protein.faa.named.faa	-0.755	0.215	1.268	0.810	2.577
GCF_000724605.1_ASM72460v1_protein.faa.named.faa	-1.432	-0.146	-0.269	0.734	3.736
GCF_000189535.1_ASM18953v1_protein.faa.named.faa	-1.832	-0.225	3.293	2.318	13.091
GCF_000012425.1_ASM1242v1_protein.faa.named.faa	3.502	10.055	6.470	10.322	17.139
GCF_000316645.1_ASM31664v1_protein.faa.named.faa	2.641	13.632	7.440	3.924	16.948
GCF_000265525.1_ASM26552v1_protein.faa.named.faa	7.827	10.447	-0.351	0.151	6.291
GCF_001518815.1_ASM151881v1_protein.faa.named.faa	-0.053	5.172	3.329	5.240	15.297
GCF_000025885.1_ASM2588v1_protein.faa.named.faa	3.127	6.445	-0.042	1.182	4.938
GCF_000015705.1_ASM1570v1_protein.faa.named.faa	2.537	3.675	7.402	3.248	12.255
GCF_000284335.1_ASM28433v1_protein.faa.named.faa	3.265	2.070	-0.640	1.122	6.464
GCF_000211375.1_ASM21137v1_protein.faa.named.faa	-1.709	-0.725	0.365	-0.277	1.993
GCF_000020125.1_ASM2012v1_protein.faa.named.faa	-0.737	3.548	4.582	5.059	16.221
GCF_000025645.1_ASM2564v1_protein.faa.named.faa	3.407	5.460	2.655	0.866	7.485
GCF_000024265.1_ASM2426v1_protein.faa.named.faa	5.491	4.869	-0.541	4.238	8.234
GCF_000010145.1_ASM1014v1_protein.faa.named.faa	0.653	0.992	1.461	1.195	3.041
GCF_000023385.1_ASM2338v1_protein.faa.named.faa	2.644	4.616	3.566	3.963	12.982
GCF_000214095.2_ASM21409v3_protein.faa.named.faa	6.846	7.584	6.542	4.979	15.143
GCF_000017265.1_ASM1726v1_protein.faa.named.faa	0.335	5.579	3.359	5.698	15.190
GCF_000190595.1_ASM19059v1_protein.faa.named.faa	-1.390	1.149	3.574	4.260	11.172
GCF_000022045.1_ASM2204v1_protein.faa.named.faa	3.236	8.491	7.577	4.113	16.307
GCF_000266905.1_ASM26690v1_protein.faa.named.faa	2.516	4.213	3.678	2.494	17.496
GCF_000577275.1_LPU83_protein.faa.named.faa	-1.212	2.381	3.553	7.578	16.237
GCF_001553685.1_ASM155368v1_protein.faa.named.faa	-1.338	-1.056	0.195	0.158	2.169
GCF_000022905.1_ASM2290v1_protein.faa.named.faa	-0.481	-0.295	2.498	3.255	8.525
GCF_000217815.1_ASM21781v1_protein.faa.named.faa	2.406	3.218	0.456	0.536	5.435
GCF_000739375.1_ASM73937v1_protein.faa.named.faa	1.101	3.774	3.427	5.671	16.009
GCF_000023225.1_ASM2322v1_protein.faa.named.faa	9.863	12.572	5.946	7.816	13.583
GCF_000008625.1_ASM862v1_protein.faa.named.faa	7.117	6.233	4.741	7.031	12.721
GCF_001007995.1_ASM100799v1_protein.faa.named.faa	0.520	2.670	3.906	3.629	13.793
GCF_000013385.1_ASM1338v1_protein.faa.named.faa	5.303	3.128	3.039	7.924	15.203
GCF_000756715.1_PRJEB5505_assembly_1_protein.faa.named.faa	-1.150	-1.919	2.189	3.583	8.218
GCF_001420915.1_ASM142091v1_protein.faa.named.faa	-0.099	4.148	6.836	3.884	12.571
GCF_000504125.1_ASM50412v1_protein.faa.named.faa	-0.046	0.180	1.306	0.012	2.445
GCF_000224005.2_ASM22400v3_protein.faa.named.faa	4.830	10.699	4.887	7.826	15.427
GCF_000147335.1_ASM14733v1_protein.faa.named.faa	0.616	11.906	7.176	4.205	17.367
GCF_000012745.1_ASM1274v1_protein.faa.named.faa	11.044	5.818	4.735	3.943	14.540
GCF_000190435.1_ASM19043v1_protein.faa.named.faa	2.046	5.502	1.395	0.693	4.518
GCF_000013045.1_ASM1304v1_protein.faa.named.faa	0.347	1.759	2.528	3.070	10.408
GCF_000241385.1_ASM24138v1_protein.faa.named.faa	1.856	5.320	5.436	9.731	14.982
GCF_001548075.1_ASM154807v1_protein.faa.named.faa	4.153	8.024	6.971	5.571	15.926
GCF_000255355.1_ASM25535v1_protein.faa.named.faa	0.537	1.892	0.989	3.625	5.939
GCF_000222835.1_ASM22283v1_protein.faa.named.faa	-0.792	-0.359	0.575	-0.154	0.553
GCF_000026025.1_ASM2602v1_protein.faa.named.faa	-0.384	-0.902	0.221	0.590	1.564
GCF_000834255.1_ASM83425v1_protein.faa.named.faa	0.273	4.468	2.846	6.257	14.464
GCF_000219805.1_ASM21980v1_protein.faa.named.faa	-0.775	0.411	0.531	-0.750	0.844
GCF_000214665.1_ASM21466v1_protein.faa.named.faa	3.213	18.434	7.610	5.651	17.436
GCF_000016645.1_ASM1664v1_protein.faa.named.faa	0.527	3.354	3.555	4.674	15.833
GCF_000513475.1_Bbla_protein.faa.named.faa	2.183	0.563	0.535	0.114	0.695
GCF_000233435.1_ASM23343v1_protein.faa.named.faa	1.026	-0.204	2.649	2.962	3.976
GCF_000008985.1_ASM898v1_protein.faa.named.faa	-0.067	1.455	1.186	1.674	7.755
GCF_000252995.1_ASM25299v1_protein.faa.named.faa	3.732	5.544	2.792	5.671	14.359
GCF_000958465.1_ASM95846v1_protein.faa.named.faa	-3.101	-1.200	2.269	2.287	8.891
GCF_000069925.1_ASM6992v1_protein.faa.named.faa	-0.210	-0.625	0.166	-0.035	0.351
GCF_000151205.2_ASM15120v2_protein.faa.named.faa	5.257	6.338	-0.423	0.223	6.420
GCF_000021965.1_ASM2196v1_protein.faa.named.faa	4.984	72.551	4.461	1.187	11.419
GCF_000197735.1_ASM19773v1_protein.faa.named.faa	-0.017	0.640	3.373	2.287	12.667
GCF_001280305.1_ASM128030v1_protein.faa.named.faa	-1.011	1.682	3.061	3.850	12.772
GCF_000279165.1_ASM27916v1_protein.faa.named.faa	1.211	3.608	4.248	8.331	16.091
GCF_001412575.1_ASM141257v1_protein.faa.named.faa	0.671	6.064	5.285	5.614	16.204
GCF_000011685.1_ASM1168v1_protein.faa.named.faa	-0.554	2.490	4.296	7.017	10.652
GCF_000144915.1_ASM14491v1_protein.faa.named.faa	5.503	1.922	-0.514	0.769	8.307
GCF_000010165.1_ASM1016v1_protein.faa.named.faa	1.962	2.858	3.818	3.802	14.668
GCF_000015125.1_ASM1512v1_protein.faa.named.faa	8.388	11.460	4.797	5.711	12.276
GCF_000521655.1_ASM52165v1_protein.faa.named.faa	2.228	3.450	0.851	4.732	7.408
GCF_000007325.1_ASM732v1_protein.faa.named.faa	-0.124	2.802	1.875	0.640	4.330
GCF_000009725.1_ASM972v1_protein.faa.named.faa	4.307	8.514	7.640	4.215	15.064
GCF_000020145.1_ASM2014v1_protein.faa.named.faa	2.071	2.034	-0.562	0.773	6.283
GCF_000008245.1_ASM824v1_protein.faa.named.faa	-0.719	-0.894	0.002	-0.177	-0.171
GCF_000214825.1_ASM21482v1_protein.faa.named.faa	2.647	5.261	3.136	3.515	13.459
GCF_000010805.1_ASM1080v1_protein.faa.named.faa	0.883	6.790	3.528	2.276	15.879
GCF_000006625.1_ASM662v1_protein.faa.named.faa	-0.806	-0.886	0.010	-0.035	-0.171
GCF_001029265.1_ASM102926v1_protein.faa.named.faa	0.097	-0.486	0.006	0.931	0.854
GCF_000217675.1_ASM21767v1_protein.faa.named.faa	-0.762	3.368	2.683	8.058	10.892
GCF_000010585.1_ASM1058v1_protein.faa.named.faa	0.388	-0.671	2.891	4.021	9.992
GCF_000262325.2_ASM26232v2_protein.faa.named.faa	-0.385	3.283	4.506	5.435	16.021
GCF_000024205.1_ASM2420v1_protein.faa.named.faa	9.298	16.996	3.714	1.239	11.094
GCF_000009885.1_ASM988v1_protein.faa.named.faa	1.306	5.604	2.715	3.796	14.719
GCF_000193205.1_ASM19320v1_protein.faa.named.faa	-2.033	-0.450	0.138	-0.284	2.242
GCF_000025365.1_ASM2536v1_protein.faa.named.faa	-0.651	-0.886	0.010	0.218	0.021
GCF_000834215.1_ASM83421v1_protein.faa.named.faa	2.181	5.385	4.577	6.329	16.370
GCF_000026045.1_ASM2604v1_protein.faa.named.faa	2.553	10.274	3.370	2.354	12.747
GCF_000025025.1_ASM2502v1_protein.faa.named.faa	5.311	11.000	1.197	1.604	8.218
GCF_000183405.1_ASM18340v1_protein.faa.named.faa	5.377	8.550	3.333	5.675	12.283
GCF_000590925.1_ASM59092v1_protein.faa.named.faa	2.271	5.270	6.067	4.760	15.465
GCF_000186345.1_ASM18634v1_protein.faa.named.faa	4.394	15.618	3.781	6.693	14.111
GCF_000261345.2_ASM26134v2_protein.faa.named.faa	-1.091	2.107	3.410	2.221	15.464
GCF_000830005.1_ASM83000v1_protein.faa.named.faa	-0.847	3.459	4.378	2.023	15.924
GCF_000091665.1_ASM9166v1_protein.faa.named.faa	5.538	75.861	5.084	0.289	7.970
GCF_000498975.2_ASM49897v2_protein.faa.named.faa	1.132	3.114	3.742	5.044	15.191
GCF_000224105.1_ASM22410v1_protein.faa.named.faa	-0.910	-0.105	0.375	-0.035	0.044
GCF_000317515.1_ASM31751v1_protein.faa.named.faa	2.642	11.962	7.221	3.843	17.934
GCF_000008605.1_ASM860v1_protein.faa.named.faa	0.646	-0.204	0.493	0.190	1.017
GCF_000215705.1_ASM21570v1_protein.faa.named.faa	-0.127	4.113	3.427	3.785	15.965
GCF_000970045.1_ASM97004v1_protein.faa.named.faa	5.445	78.791	4.340	2.188	11.275
GCF_000195515.1_ASM19551v1_protein.faa.named.faa	1.667	1.191	3.424	3.519	12.364
GCF_000689415.1_PKB13_protein.faa.named.faa	1.939	3.950	3.611	7.955	15.822
GCF_000092425.1_ASM9242v1_protein.faa.named.faa	1.483	3.055	4.132	4.086	14.673
GCF_000236705.1_ASM23670v1_protein.faa.named.faa	-1.260	-0.792	2.474	4.128	6.706
GCF_000013145.1_ASM1314v1_protein.faa.named.faa	0.533	1.855	1.842	3.927	7.228
GCF_000018665.1_ASM1866v1_protein.faa.named.faa	-0.091	3.685	3.499	5.050	16.447
GCF_000020445.1_ASM2044v1_protein.faa.named.faa	2.449	10.155	7.652	8.984	17.942
GCF_000233915.3_ASM23391v4_protein.faa.named.faa	-2.140	1.935	3.186	9.387	14.315
GCF_001590615.1_ASM159061v1_protein.faa.named.faa	0.891	1.596	2.323	5.164	11.613
GCF_000008885.1_ASM888v1_protein.faa.named.faa	-0.574	-1.456	1.810	1.037	2.500
GCF_000009905.1_ASM990v1_protein.faa.named.faa	4.060	6.013	2.974	7.634	12.822
GCF_001294605.1_ASM129460v1_protein.faa.named.faa	-1.068	3.467	3.947	2.380	14.492
GCF_001444445.1_ASM144444v1_protein.faa.named.faa	-0.271	0.259	-0.276	4.322	5.657
GCF_000213255.1_ASM21325v1_protein.faa.named.faa	2.045	5.341	0.690	0.938	5.871
GCF_000009805.1_ASM980v1_protein.faa.named.faa	-1.320	2.622	3.338	2.039	15.083
GCF_000023965.1_ASM2396v1_protein.faa.named.faa	1.703	6.691	3.312	2.595	12.755
GCF_001307295.1_ASM130729v1_protein.faa.named.faa	-0.449	3.091	3.442	7.053	15.200
GCF_000092785.1_ASM9278v1_protein.faa.named.faa	-2.380	-2.066	1.187	3.973	7.516
GCF_001293045.1_ASM129304v1_protein.faa.named.faa	-0.064	14.232	3.231	5.274	16.378
GCF_000331995.1_ASM33199v1_protein.faa.named.faa	0.435	9.324	3.645	1.201	5.985
